TR37,TR7,TR2,TR100,TR101,TR200
25.87142181,31.36443329,34.18553925,160.9724731,28.43482971,151.5733032
26.10199547,31.54075623,34.29404449,160.9860229,28.46195221,151.6004333
26.16980743,32.01545715,34.51104736,160.877533,28.65184021,151.6411438
26.15625,32.13752747,34.72805786,160.7418976,28.81459045,151.7089233
26.11555672,32.23246765,35.04000854,160.6876373,28.88240814,151.7089233
26.03417778,32.46304321,35.18920135,160.5248871,29.00447845,151.7903137
25.83073425,32.50373077,35.27058411,160.5113373,29.03160095,151.8445587
25.85785675,32.54441833,35.3248291,160.4299622,29.04516602,151.912384
25.87142181,32.50373077,35.48758698,160.2943268,29.07229042,151.9530792
25.85785675,32.66648865,35.59609222,160.389267,29.09942055,151.9666443
25.95280457,32.63935852,35.58252716,160.4028473,29.05872917,151.9801941
25.85785675,32.76142883,35.56896973,160.3350067,29.08585358,151.9801941
25.92567444,32.74786377,35.69103241,160.3757172,29.09942055,152.0073242
25.92567444,32.88349152,35.62321854,160.3350067,29.12654114,152.0209045
26.03417778,32.66648865,35.71816254,160.3078766,29.11297607,152.0751343
26.14268684,32.76142883,35.69103241,160.1993866,29.1401062,152.0615845
26.15625,32.85636902,35.59609222,160.1587067,29.12654114,152.1700745
26.15625,32.89705658,35.56896973,160.0501862,29.22148132,152.1565247
26.30544281,32.99199677,35.62321854,160.023056,29.19436073,152.1836395
26.38681793,33.05981445,35.77241516,160.023056,29.20792389,152.1972198
26.45463371,33.01912689,35.82666779,160.023056,29.2892971,152.2243347
26.52244568,33.11406708,35.88092041,160.063736,29.37067604,152.2650452
26.37325287,33.30394745,35.96229553,160.023056,29.34355164,152.2243347
26.34613037,33.12763214,36.11148834,160.117981,29.43848991,152.2243347
26.29187775,32.97843933,36.01654816,160.1044464,29.43848991,152.2107849
26.27831268,33.11406326,36.08436584,160.0529022,29.42221642,152.2324677
26.19693756,33.29039001,36.1521759,160.0908661,29.43848991,152.2650452
26.25119019,33.23613739,36.13861465,160.2129669,29.39780426,152.2785797
26.19693756,33.22257233,36.09792328,160.023056,29.43848991,152.1565247
26.23762512,33.26325989,36.01654816,159.9959412,29.43848991,152.0886993
26.1833725,33.24969482,35.98942184,167.3063965,29.7504425,149.9321747
26.21049309,33.65658569,36.13861465,174.0607605,30.27940178,149.7830048
26.12911987,34.28047943,36.26068115,178.5093994,30.65916634,150.2170258
26.35969543,35.36552429,36.45056534,181.344101,31.06604767,150.8544769
26.45463371,35.69103241,36.5861969,183.1615143,31.45937347,151.2884979
26.50889015,36.3420639,36.6133194,184.3686371,31.83914185,151.6682434
26.23762512,36.76251221,36.78963852,184.1652069,32.21890259,151.8717041
26.08843422,36.77607727,36.93883514,178.0482788,31.79845428,151.3562927
26.06130219,36.45056534,36.9252739,172.6637573,31.31018257,151.6139984
25.9392395,35.70460129,36.72182465,169.0695801,30.95754242,151.912384
26.00704956,34.87725067,36.65400696,166.7096252,30.64559937,152.0615845
25.9392395,34.6602478,36.62688446,165.299057,30.41503143,152.2785797
26.04774475,34.33473206,36.49125671,164.3361053,30.2387104,152.3735352
26.06130219,34.04991913,36.36918259,163.657959,30.08951569,152.387085
26.34613037,33.76509094,36.26068115,163.3731232,30.11664581,152.5362854
26.38681793,33.75152588,36.23355865,163.1018524,30.06239319,152.6176758
26.49532318,33.67015076,36.23355865,162.7627869,30.03526115,152.6312256
26.64451599,33.87359619,36.26068115,162.4644012,30.07595825,152.6990356
26.7937088,33.8057785,36.36918259,162.3423462,30.11664581,152.7397156
26.86152649,33.65658569,36.3420639,162.2202606,30.11664581,152.7397156
26.80727386,33.57521057,36.42343903,162.0032654,30.19802094,152.7939758
26.63095093,33.65658569,36.68113708,161.7184448,30.26584053,152.766861
26.42750549,33.79222107,36.73538971,161.5963593,30.211586,152.7804413
26.25119019,33.76509094,36.74895477,161.4064789,30.25227356,152.7804413
26.02061653,33.65658569,36.76251221,161.365799,30.27940178,152.7939758
25.89855194,33.57521057,36.68113708,161.365799,30.19802094,152.821106
25.84429932,33.4124527,36.5861969,161.1894531,30.11664581,152.6854858
25.85785675,33.37176514,36.35562134,161.1352234,30.08951569,152.6583405
25.88498688,33.29039001,36.23355865,161.1080933,30.06239319,152.6583405
26.06130219,33.20900726,36.1521759,161.1080933,30.07595825,152.6990356
26.16980743,33.07337952,36.16574097,161.0674133,29.98101044,152.712616
26.3325634,33.08693695,36.01654816,160.9588928,29.96745491,152.712616
26.25119019,33.08693695,35.98942184,161.0945435,30.00814056,152.7532959
26.3325634,33.10050201,36.11148834,161.0809784,29.9945755,152.7532959
26.23762512,33.04624939,36.21999359,161.1352234,29.96745491,152.8618164
26.19693756,33.04624939,36.21999359,161.0674133,30.03526115,152.8346863
26.14268684,33.14118958,36.26068115,161.0538177,30.06239319,152.8753662
25.9392395,33.05981445,36.28781128,160.877533,30.04882813,152.9567261
25.87142181,32.88349152,36.1521759,160.8639832,30.03526115,152.9296265
25.83073425,32.99199677,36.1521759,160.7825928,29.9945755,152.9296265
25.73579407,33.14118958,36.16574097,160.7554779,29.98101044,152.9703064
25.80360413,33.12763214,36.13861465,160.877533,29.98101044,152.9431763
25.72223091,33.05981445,36.11148834,160.7283325,29.88607025,152.9431763
25.64085388,32.88349152,36.09792328,160.6198578,29.88607025,152.9567261
25.72223091,32.89705658,36.11148834,160.6605225,29.81826019,152.9024811
25.77648163,32.88349152,36.00298309,160.6876373,29.8453846,152.8346863
25.92567444,32.69361115,35.90804291,160.5113373,29.85894585,152.9431763
25.99348831,32.78855515,36.00298691,160.3214417,29.83181953,152.8007813
26.02061653,32.78855133,36.05723572,160.3214569,29.83181763,152.6990356
26.15625,32.7749939,36.04367065,160.3078766,29.8453846,152.6312256
26.27831268,32.84280396,36.07080078,160.2671967,29.8453846,152.6312256
26.22406006,32.93774414,35.98942184,160.3621216,29.89963531,152.5769653
26.11555672,32.92418671,36.08436584,160.3078766,29.88607025,152.5634155
26.15625,32.91062164,36.12505722,160.2129669,29.88607025,152.5498352
25.97992516,33.00556183,36.1521759,159.9959412,29.94032478,152.5362854
25.966362,32.91062164,36.16574097,159.9959412,29.96745491,152.4549255
25.95280457,33.07337952,36.19286346,159.901001,29.88607025,152.4820251
25.966362,33.00556183,36.20642853,159.8738556,29.88607025,152.4820251
26.07486725,33.01912689,36.23355865,159.9688263,29.87251282,152.4142151
26.08843422,33.12763214,36.01654816,159.9959412,29.88607025,152.387085
26.07486725,33.01912689,36.23355865,159.9688263,29.87251282,152.4142151
26.08843422,33.12763214,36.01654816,159.9959412,29.88607025,152.387085
26.07486725,33.01912689,36.23355865,159.9688263,29.87251282,152.4142151
26.08843422,33.12763214,36.01654816,159.9959412,29.88607025,152.387085
